ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2017/3/14,11.34,17.6888,13.4792,4.66,11.88,16.7566,37.69,9.49,,7.7971,,,1.117
2017/3/15,11.17,17.8577,13.074,4.65,11.8,16.7566,36.55,9.39,,7.7426,,,1.102
2017/3/16,11.28,17.9074,13.1037,4.68,12,16.7566,36.62,9.52,,7.888,,,1.109
2017/3/17,11.18,17.6788,12.9159,4.63,11.88,16.7566,35.71,9.39,,7.8443,,,1.105
2017/3/20,11.22,17.4999,13.3903,4.67,11.86,16.7566,35.85,9.19,,7.997,,,1.105
2017/3/21,11.41,17.5993,13.4397,4.66,11.98,16.7566,35.64,9.27,,7.9752,,,1.099
2017/3/22,11.17,17.5397,13.331,4.5,11.85,16.7566,34.89,9.07,,8.0043,,,1.083
2017/3/23,11.09,17.6093,13.4298,4.34,11.8,16.7566,33.45,8.89,,7.9825,,,1.05
2017/3/24,10.88,17.5496,13.7954,4.26,11.72,16.7566,33.56,8.99,,7.9643,,,1.055
2017/3/27,10.94,18.1856,13.7361,4.26,11.73,16.0687,33.88,9.26,,7.9752,,,1.056
2017/3/28,10.82,18.1856,13.2717,4.26,11.65,17.6736,33.34,9.04,,7.8625,,,1.053
2017/3/29,10.68,17.9869,13.0049,4.22,11.67,17.7733,32.14,8.96,,7.808,,,1.043
2017/3/30,10.21,17.5993,11.7004,4.16,11.45,16.5771,31,8.6,,7.659,,,1.026
2017/3/31,10.29,17.5397,11.1372,4.14,11.49,16.1485,30.97,8.46,,7.7026,,,1.037
2017/4/5,10.45,17.649,11.3249,4.23,11.63,16.0887,31.86,8.71,,7.7825,,,1.054
2017/4/6,10.39,17.7384,11.3644,4.23,11.76,16.1086,31.67,8.64,,7.7462,,,1.046
2017/4/7,10.93,17.9769,11.4534,4.41,11.87,15.4108,32.39,8.77,,7.7753,,,1.052
2017/4/10,10.75,18.1359,11.1964,4.35,12.25,14.4838,30.73,8.51,,7.5935,,,1.039
2017/4/11,10.81,17.8378,11.0877,4.37,12.22,14.8825,31.24,8.55,,7.7389,,,1.041
2017/4/12,11.1,17.7086,11.1668,4.39,12.06,14.8626,31.83,8.33,,7.7426,,,1.039
2017/4/13,10.92,17.8776,11.147,4.32,12,14.7529,31.58,8.17,,7.7026,,,1.042
2017/4/14,10.54,17.6291,10.8407,4.24,12.08,15.4906,30.6,8.18,,7.6844,,,1.022
2017/4/17,10.16,17.7981,10.0007,4.11,11.98,14.723,28.73,7.76,,7.4736,,,1.009
2017/4/18,10.07,18.0266,9.8031,4.14,11.89,14.8128,27.43,7.61,,7.3972,,,1.004
2017/4/19,9.74,17.7086,9.8031,4.09,11.83,15.0321,26.33,7.27,,7.3427,,,1
2017/4/20,9.75,17.5596,9.6746,4.09,11.88,15.7199,25.55,7.18,,7.4881,,,0.998
2017/4/21,9.66,17.6291,9.5857,4.02,11.7,15.5205,25.51,6.58,,7.4518,,,0.998
2017/4/24,9.03,17.0826,9.1508,3.83,11.47,14.9822,23.63,6.31,,7.2773,,,0.985
2017/4/25,9.11,17.1621,9.0916,3.87,11.6,14.7629,23.92,6.15,,7.2373,,,0.985
2017/4/26,9.2,18.0167,9.1014,3.75,11.47,14.7729,24.78,6.4,,7.39,,,0.995
2017/4/27,9.09,17.8478,9.1607,3.65,11.4,14.5935,24.88,6.36,,7.3754,,8.531,0.995
2017/4/28,9.66,17.8974,9.4078,3.75,11.34,14.7729,27.37,6.32,,7.4263,,9.387,1.025
2017/5/2,9.55,17.8875,9.2991,3.64,11.13,14.4639,28,6.32,,7.4627,,10.3306,1.016
2017/5/3,9.78,18.1161,9.2595,3.62,10.81,14.2645,28.57,6.64,,7.4554,,11.3617,1.02
2017/5/4,9.7,17.9074,9.1706,3.59,10.58,14.0253,27.79,6.63,,7.4409,,12.4998,1.008
2017/5/5,9.4,17.1919,9.0224,3.53,10.49,14.0352,26.39,6.45,,7.2664,,13.7546,0.993
2017/5/8,9.12,17.0528,8.9038,3.46,10.17,14.1249,27.74,6.13,,7.1137,,15.1262,1.016
2017/5/9,9.15,16.5857,8.9532,3.44,10.14,14.424,27.11,5.98,,7.1973,,16.6437,1.009
2017/5/10,9.02,16.3671,8.4591,3.42,10,14.3044,25.94,5.95,,6.9974,,18.3071,0.999
2017/5/11,8.9,15.5721,8.3207,3.42,9.9,14.0452,25.44,5.71,,6.9065,,20.1359,1.008
2017/5/12,8.9,15.5721,8.1429,3.36,9.98,13.9854,25.98,5.75,,7.0374,,22.1494,1.006
2017/5/15,8.7,16.6652,8.0836,3.36,9.69,13.9655,25.14,5.8,,7.1464,,24.3673,0.998
2017/5/16,8.7,16.4466,8.301,3.36,9.7,14.115,26.18,6.09,,7.3572,,26.8089,1.009
2017/5/17,8.7,16.8739,8.4591,3.36,9.71,14.5735,26.36,6.11,,7.3354,,29.4937,1.01
2017/5/18,8.7,16.8938,8.301,3.36,9.67,14.2346,25.54,5.97,,7.3168,,26.5463,1.001
2017/5/19,8.7,17.0229,8.3207,3.36,9.57,14.115,25.62,6.12,,6.916,,23.8907,1.006
2017/5/22,8.7,16.4168,8.0836,3.36,9.11,13.9256,24.77,5.86,,6.6177,,21.4977,0.995
2017/5/23,7.83,15.8503,7.6092,3.02,8.7,13.8957,23.26,5.57,,6.4966,,21.6436,0.972
2017/5/24,8.01,16.0789,7.6191,3.06,8.66,13.3973,23.07,5.61,,6.4966,,21.7117,0.961
2017/5/25,7.97,15.9994,7.7377,3.08,8.67,12.5799,23.14,5.89,,6.5525,,19.9024,0.96
2017/5/26,7.97,15.7509,7.6685,3.08,8.74,12.5201,22.85,5.91,,6.5339,,20.739,0.954
2017/5/31,7.89,15.8205,7.7772,3.1,8.48,12.6297,23.76,5.82,,6.5245,,21.1086,0.958
2017/6/1,7.83,14.9858,7.3128,3.04,8.2,12.2709,22.33,5.64,,6.4127,,18.9977,0.933
2017/6/2,8.06,14.9659,7.8859,3.04,8.16,11.9319,22.47,5.79,,6.5432,,18.56,0.926
2017/6/5,8.04,15.1845,7.8859,3.08,8.24,11.9419,22.79,6.08,,6.5711,,18.6086,0.93
2017/6/6,8.25,15.9894,7.9946,3.18,8.25,13.1381,23.64,6.09,,6.5805,,18.2779,0.945
2017/6/7,8.36,16.0093,8.133,3.24,8.34,13.4969,24.09,6.14,,6.7482,,18.9005,0.959
2017/6/8,8.6,15.9099,8.1626,3.28,8.51,13.1481,23.94,6.22,,6.7016,,18.3363,0.96
2017/6/9,8.83,15.6913,8.0737,3.32,8.51,13.2876,24.88,6.33,,6.655,,18.2585,0.971
2017/6/12,8.73,15.6913,7.8266,3.28,8.21,13.1182,24.2,6.01,,6.5618,,16.6826,0.954
2017/6/13,8.75,15.6218,8.0045,3.3,8.4,12.9985,24.57,6.2,,6.5805,,17.1009,0.96
2017/6/14,8.72,15.6019,8.0935,3.25,8.35,12.8889,25.65,6.18,,6.5339,,16.8285,0.97
2017/6/15,8.79,15.6814,8.2417,3.28,8.64,13.1481,25.84,6.25,,6.6084,,17.4219,0.97
2017/6/16,8.77,15.7609,8.3899,3.27,8.62,13.3474,25.99,6.3,,6.5618,,17.3052,0.97
2017/6/19,8.83,15.9,8.3504,3.34,8.77,13.7661,25.67,6.47,,6.5898,,17.1787,0.962
2017/6/20,8.95,15.94,8.3603,3.34,8.77,13.6764,25.33,6.49,,6.5432,,17.5289,0.955
2017/6/21,8.85,15.91,8.2713,3.31,8.9,13.9455,25.86,6.5,,6.6923,,17.6554,0.967
2017/6/22,8.49,15.5,8.0342,3.3,8.88,13.4272,24.88,6.29,,6.5525,,16.8382,0.958
2017/6/23,8.7,15.09,7.8464,3.32,9.17,13.5269,24.4,6.38,,6.683,,16.527,0.946
2017/6/26,8.81,15.96,8.0836,3.32,9.43,13.7761,24.91,6.47,,6.8228,,17.3538,0.954
2017/6/27,8.85,15.75,8.1033,3.32,9.45,13.8159,25.36,6.53,,6.7669,,17.5873,0.96
2017/6/28,8.79,16.21,7.9551,3.3,9.33,13.6564,25.09,6.41,,6.7109,,17.49,0.956
2017/6/29,8.77,16.92,7.9848,3.3,9.35,13.7462,24.95,6.45,,6.7575,,18.6573,0.956
2017/6/30,8.76,16.81,7.9946,3.28,9.33,13.6465,24.71,6.49,,6.7855,,19.0367,0.957
2017/7/3,8.78,16.74,8.0144,3.3,9.31,13.796,25.01,6.44,,6.8508,,18.7156,0.962
2017/7/4,8.79,17.2,7.9551,3.3,9.24,13.8658,24.69,6.52,,6.8228,,18.2682,0.959
2017/7/5,8.76,17.22,8.133,3.3,9.3,13.7661,24.94,6.58,,6.8321,,18.5016,0.961
2017/7/6,8.77,16.92,8.3109,3.28,9.3,13.6664,25.27,6.57,,6.8042,,18.4627,0.966
2017/7/7,8.98,17.07,8.3306,3.35,9.31,13.6863,27.8,6.51,,6.8042,,18.8713,1.011
2017/7/10,8.77,16.97,8.1528,3.31,9.31,13.5169,27.25,6.56,,6.7482,,17.3927,0.998
2017/7/11,8.71,16.6,8.0144,3.29,9.34,13.3175,27.8,6.5,,6.7016,,16.8382,0.997
2017/7/12,8.5,16.82,7.9353,3.24,9.33,12.9088,27.54,6.29,,6.6177,,16.9161,0.995
2017/7/13,8.49,16.92,8.0638,3.27,9.47,12.7992,27.77,6.18,,6.6643,,16.6048,0.997
2017/7/14,8.33,16.92,8.044,3.29,9.45,13.2976,27.35,6.23,,6.8228,,16.4102,0.991
2017/7/17,7.55,16.5,7.4215,3.02,9.21,12.3705,24.62,5.92,,6.6177,,14.7663,0.948
2017/7/18,7.81,16.46,7.5796,3.11,9.19,12.54,24.92,5.83,,6.9533,,14.776,0.957
2017/7/19,7.83,16.63,7.629,3.14,9.33,12.69,25.06,5.95,,7.0372,,14.7955,0.964
2017/7/20,8,16.86,7.6389,3.22,9.4,12.68,25.89,5.93,,7.0558,,14.9414,0.967
2017/7/21,7.95,16.63,7.5994,3.24,9.39,12.92,25.09,6,,7.0279,,14.6107,0.954
2017/7/24,7.99,16.66,7.6883,3.26,9.31,12.68,25.13,5.99,,7.1024,,14.7079,0.955
2017/7/25,7.88,16.54,7.6586,3.2,9.37,12.63,24.65,5.95,,6.9719,,14.7566,0.949
2017/7/26,7.93,16.01,7.7476,3.21,9.36,12.4,25.08,5.88,,7.0279,,14.4842,0.959
2017/7/27,8.03,16.13,7.9353,3.18,9.38,12.51,25.19,5.87,,7.1956,,14.9219,0.967
2017/7/28,8.11,16.44,8.2911,3.2,9.48,12.48,25.44,5.86,,7.1211,,14.9219,0.974
2017/7/31,8.05,16.43,8.2318,3.2,9.53,12.4,25.12,5.84,,7.0838,,14.9998,0.974
2017/8/1,8.04,16.47,8.3306,3.21,9.77,12.21,25.07,5.77,,7.1024,,15.1068,0.979
2017/8/2,7.84,16.05,8.1231,3.17,9.78,12.16,24.23,5.67,,7.1117,,15.0678,0.975
2017/8/3,7.96,16.1,8.1528,3.2,9.68,12.27,24.24,5.71,,7.0745,,15.2138,0.972
2017/8/4,7.98,16,8.0638,3.2,9.78,12.12,24.37,5.86,,6.9626,,14.6593,0.974
2017/8/7,7.99,16.36,8.1231,3.2,9.89,12.17,24.33,5.81,,6.9626,,14.6496,0.974
2017/8/8,8.04,16.4,8.1429,3.21,9.86,12.13,24.28,5.77,,6.944,,14.4647,0.973
2017/8/9,8.05,16.27,8.1033,3.2,9.7,12.17,24.46,5.8,,6.944,,14.3577,0.971
2017/8/10,8.04,16.12,8.3603,3.18,9.75,11.95,23.71,5.68,,6.8228,,14.0562,0.96
2017/8/11,8.18,15.82,8.8939,3.18,9.5,11.83,23.2,5.67,,6.8321,,14.1437,0.941
2017/8/14,8.24,16.13,8.9927,3.19,9.65,11.85,23.49,5.72,,6.9812,,14.2702,0.955
2017/8/15,8.27,16.06,8.805,3.2,9.67,12.14,23.8,5.79,,7.1583,,14.7955,0.959
2017/8/16,8.24,16.17,8.8346,3.21,9.65,12.17,23.76,5.79,,7.1397,,14.8149,0.958
2017/8/17,8.25,16.11,8.6765,3.19,9.63,12.47,23.97,5.92,,7.177,19.344,14.7371,0.96
2017/8/18,8.2,16.01,8.6963,3.21,9.59,12.87,24.17,6.22,19.1035,7.1863,21.2804,14.9803,0.963
2017/8/21,8.24,16.15,8.9631,3.22,9.43,12.65,24.35,6.23,21.011,7.1863,23.4069,15.0678,0.967
2017/8/22,8.13,16.01,8.7259,3.2,9.39,12.34,24.07,6.22,23.113,7.2609,25.7486,14.9998,0.964
2017/8/23,8.12,16.08,8.4986,3.15,9.42,12.34,23.67,6.24,25.4292,7.1304,28.3255,14.9219,0.957
2017/8/24,8.07,17.69,8.3998,3.14,9.28,12.35,23.57,6.31,27.9692,7.0838,31.1576,14.9511,0.96
2017/8/25,8.1,17.9,8.4492,3.15,9.33,12.36,23.86,6.27,30.7622,7.149,34.2748,15.5737,0.96
2017/8/28,8.14,17.61,8.548,3.16,9.4,12.49,24.04,6.24,33.8375,7.2329,37.7023,16.167,0.962
2017/8/29,8.19,17.27,8.38,3.16,9.36,12.5,24.11,6.23,37.2241,7.2236,41.475,16.5464,0.958
2017/8/30,8.24,17.18,8.716,3.15,9.37,12.5,24.73,6.31,40.9514,7.1677,45.623,16.099,0.968
2017/8/31,8.17,17.42,8.6963,3.12,9.37,12.49,24.4,6.37,45.0485,7.177,50.1863,16.5659,0.965
2017/9/1,8.12,17.24,8.5876,3.12,9.4,12.49,24.33,6.42,49.5543,7.149,45.8182,16.3519,0.967
2017/9/4,8.11,17.46,8.4196,3.07,9.43,12.34,24.02,6.33,44.6008,7.1304,42.3457,15.7488,0.966
2017/9/5,8.06,17.48,8.4789,3.11,9.51,12.44,23.91,6.28,42.2068,7.177,43.4515,15.7974,0.963
2017/9/6,8.08,17.21,8.4986,3.09,9.5,12.44,23.75,6.4,40.7665,7.1956,40.9847,15.6807,0.956
2017/9/7,8.07,17.25,8.3405,3.09,9.55,12.35,23.66,6.4,41.1947,7.1677,40.4543,15.885,0.957
2017/9/8,8.16,17.11,8.3603,3.15,9.86,12.36,23.59,6.61,38.3238,7.1397,38.0876,15.7293,0.975
2017/9/11,8.13,17.69,8.4196,3.17,10.05,12.4,23.85,6.65,39.044,7.3448,39.2784,16.7799,0.987
2017/9/12,8.2,18.86,8.3306,3.15,10.14,12.09,23.55,6.5,39.3651,7.4939,37.5272,16.1379,0.977
2017/9/13,8.13,18.52,8.3504,3.1,10.96,12.26,23.8,6.47,40.5135,7.6057,38.2077,16.1865,0.986
2017/9/14,8.07,18.38,8.2318,3.12,11.37,12.08,23.6,6.57,39.55,7.876,39.3935,16.4297,0.988
2017/9/15,8.07,18.31,8.3109,3.1,11.03,11.97,23.37,6.54,38.0027,7.7828,39.0533,15.9822,0.979
2017/9/18,8.06,18.61,8.3504,3.12,10.97,12,23.37,6.53,36.7765,7.8015,35.5758,15.739,0.981
2017/9/19,8.04,18.3,8.301,3.11,10.76,12.15,23.53,6.47,37.2144,7.6803,39.1333,15.8558,0.988
2017/9/20,7.99,18.35,8.3603,3.07,10.77,12.18,23.4,6.5,37.6523,7.7176,43.0462,16.4686,0.988
2017/9/21,7.95,17.8,8.3702,3.06,10.84,12.17,23.4,6.55,36.1147,7.6989,41.6552,16.06,0.989
2017/9/22,7.88,17.87,8.2417,3.09,10.93,12.12,22.88,6.57,35.8617,7.7922,40.3142,16.3421,0.98
2017/9/25,7.85,17.4,7.9255,3.06,10.8,11.73,22.53,6.24,37.2825,7.643,39.0583,15.8752,0.974
2017/9/26,7.79,17.38,7.965,3.05,10.9,11.61,22.59,6.24,35.4821,7.5591,36.8717,15.2138,0.975
2017/9/27,7.8,17.72,8.0045,3.06,10.84,11.72,22.67,6.32,35.453,7.6151,37.4171,15.311,0.978
2017/9/28,7.71,17.41,8.0045,3.06,10.84,11.41,22.06,6.21,34.363,7.5591,36.7116,15.1068,0.976
2017/9/29,7.81,17.37,8.044,3.08,10.76,11.8,22.36,6.39,34.1197,7.5591,35.7509,15.1846,0.985
2017/10/9,7.84,18.21,8.1725,3.11,10.75,11.87,23.1,6.37,34.7717,7.6989,35.876,15.6029,0.997
2017/10/10,8,17.93,8.4789,3.12,10.7,12.11,23.18,6.34,35.5405,7.7549,36.8667,16.1962,0.996
2017/10/11,7.98,18.05,8.3702,3.1,10.74,12.01,23.44,6.3,35.3751,7.6151,35.7609,16.099,0.998
2017/10/12,7.99,18.09,8.301,3.08,10.72,11.99,23.47,6.32,35.2194,7.5778,34.475,16.1573,0.991
2017/10/13,7.98,18.09,8.3899,3.08,10.65,12.04,23.47,6.36,35.6768,7.5125,34.8152,16.6048,0.992
2017/10/16,8.23,17.71,8.1923,3.16,10.59,11.67,23.49,6.27,35.6768,7.2982,33.8545,15.846,0.989
2017/10/17,7.84,17.48,8.1725,3.13,10.75,11.69,23.29,6.21,35.5795,7.3075,34.7201,15.992,0.984
2017/10/18,7.68,17.53,8.3306,3.13,10.6,11.67,23.03,6.14,34.8788,7.2422,34.6151,16.4297,0.975
2017/10/19,7.53,17.41,8.6864,3.09,10.3,11.51,22.68,5.89,33.2438,7.1304,33.2791,16.9063,0.971
2017/10/20,7.74,17.54,8.8445,3.13,10.37,11.92,24.22,6,33.4482,7.1677,33.6494,16.741,0.989
2017/10/23,7.64,17.63,8.7061,3.12,10.18,12.06,23.67,6.3,33.6818,7.1304,33.8145,16.7312,0.981
2017/10/24,7.58,18.2,8.5382,3.08,10.25,12.09,22.95,6.37,33.1173,7.0745,35.1755,16.4005,0.971
2017/10/25,7.61,18.2,8.5579,3.11,10.04,12.08,23.05,6.43,33.6331,7.2329,35.7759,17.6943,0.966
2017/10/26,7.61,18.13,8.4591,3.1,10.03,12.13,23.27,6.43,34.1197,7.2329,36.2663,17.49,0.973
2017/10/27,7.56,18.11,8.4591,3.08,9.64,11.9,23,6.43,33.8667,7.2795,37.6122,17.1009,0.973
2017/10/30,7.32,17.95,7.8266,2.98,9.21,11.67,22.21,6.43,31.7354,6.9346,35.1555,16.3324,0.96
2017/10/31,7.37,17.97,7.8563,3,9.4,11.93,23.09,6.43,32.2317,6.9626,34.7802,16.5367,0.97
2017/11/1,7.33,19.18,7.7772,2.99,9.66,12.38,22.5,6.43,32.5723,7.0092,35.7059,16.3713,0.965
2017/11/2,7.16,19.02,7.4906,2.97,9.43,12.07,22.25,6.43,32.7767,6.9626,37.8474,15.8266,0.958
2017/11/3,7.18,19.33,7.3918,2.97,9.5,11.79,22.16,6.43,32.874,6.8228,37.3721,15.7196,0.951
2017/11/6,7.15,19.91,7.5499,3,9.52,11.84,22.23,6.43,35.8325,6.8135,37.8624,16.099,0.948
2017/11/7,7.34,19.49,7.5499,3.06,9.54,11.76,22.33,6.43,35.3946,6.8042,38.8031,16.1865,0.95
2017/11/8,7.3,19.27,7.5499,3.05,9.61,11.67,22.35,6.43,35.6184,6.9346,38.4578,16.1281,0.95
2017/11/9,7.29,19.28,7.629,3.04,9.63,11.68,22.27,6.43,36.504,7.0092,38.4278,16.2157,0.952
2017/11/10,7.34,19.6,7.5401,3.05,9.6,11.49,22.46,6.43,35.6184,7.1211,37.5322,16.4297,0.955
2017/11/13,7.31,20.44,7.4116,3.02,9.62,11.49,22.48,6.43,35.7254,7.0931,38.8181,16.2546,0.954
2017/11/14,7.12,20.55,7.3819,2.99,9.5,11.06,22.23,6.43,34.7133,7.0838,36.9518,15.8266,0.948
2017/11/15,7.12,20.24,7.3819,3,9.43,11.09,21.9,6.43,34.5674,6.9346,35.1955,15.8169,0.944
2017/11/16,7.37,20.38,7.3918,3.04,9.47,10.95,21.49,6.43,34.9372,6.8508,34.4349,15.4083,0.939
2017/11/17,7.1,20.8,6.9175,2.97,9.45,9.96,20,6.43,31.4434,6.7016,32.0282,14.6204,0.9
2017/11/20,6.95,22,6.8384,2.94,9.52,9.95,19.12,6.43,30.2951,6.5805,32.4785,14.562,0.874
2017/11/21,6.87,23.8,6.7495,2.96,9.33,10.12,19,6.43,29.4192,6.5898,31.2276,14.4064,0.878
2017/11/22,6.7,22.11,6.7001,2.9,9.17,10,19.09,6.43,29.2538,6.5618,31.0125,14.4453,0.873
2017/11/23,6.69,21.7,6.5914,2.86,8.81,9.8,18.76,6.43,27.7551,6.45,29.5464,14.1437,0.862
2017/11/24,6.68,21.19,6.6704,2.85,8.83,9.88,18.86,6.43,27.4923,6.422,28.4906,13.8227,0.86
2017/11/27,6.67,20.36,6.5518,2.8,8.55,9.7,18.29,6.43,27.0739,6.3568,27.4849,13.2488,0.844
2017/11/28,6.7,20.48,6.6606,2.83,8.73,9.84,18.4,6.43,27.6286,6.4406,28.0803,13.5212,0.852
2017/11/29,6.7,20.24,6.6803,2.82,8.69,9.75,19.14,6.43,27.8038,6.3754,28.5457,13.4239,0.863
2017/11/30,6.68,20.02,6.7693,2.79,8.58,9.75,19.13,6.43,27.7746,6.161,27.9953,13.4239,0.862
2017/12/1,6.68,20.47,6.7693,2.74,8.52,9.95,19.14,6.43,27.9205,6.3474,28.5657,13.5795,0.865
2017/12/4,6.68,20.15,6.6408,2.78,8.47,9.8,19.58,6.43,25.9353,6.2169,29.6815,13.0153,0.872
2017/12/5,6.64,18.96,6.2356,2.75,8.44,9.65,19.24,6.43,24.456,6.0958,31.0575,12.4025,0.845
2017/12/6,6.61,18.95,6.3937,2.72,8.37,9.58,19.39,6.43,25.0205,6.1983,31.4778,12.7333,0.846
2017/12/7,6.65,18.79,6.4333,2.68,8.35,9.48,19.74,6.43,24.8939,6.2263,30.8423,12.7138,0.85
2017/12/8,6.71,19.15,6.5123,2.71,8.53,9.57,20,6.43,25.4487,6.2915,30.5571,13.0153,0.85
2017/12/11,6.69,19.38,6.5222,2.8,8.48,9.63,19.99,6.43,25.5168,6.2635,30.6022,13.1807,0.85
2017/12/12,6.66,19.17,6.3641,2.73,8.38,9.45,19.4,6.43,24.9231,6.189,28.7008,12.9667,0.842
2017/12/13,6.65,19.22,6.4333,2.74,8.64,9.5,19.46,6.43,25.3416,6.1424,28.8009,13.0056,0.843
2017/12/14,6.64,20.77,6.5024,2.72,8.65,9.77,19.47,6.43,25.4487,6.1424,28.2955,13.1126,0.841
2017/12/15,6.68,20.5,6.453,2.71,8.69,9.87,19.58,6.43,25.0691,6.1983,28.7358,13.0932,0.839
2017/12/18,6.64,20.59,6.4728,2.73,8.6,10.05,20.01,6.43,24.7382,6.189,31.6079,13.1904,0.844
2017/12/19,6.63,20.55,6.5123,2.73,8.77,9.88,20.57,6.43,25.0399,6.1703,32.6336,13.4434,0.859
2017/12/20,6.63,20.74,6.3641,2.73,8.69,9.8,19.91,6.43,24.5339,6.0399,31.1726,13.1515,0.852
2017/12/21,6.6,20.51,6.2949,2.7,8.62,9.79,19.62,6.43,24.4463,6.0492,30.7523,13.2391,0.849
2017/12/22,6.6,20.29,6.3048,2.69,8.67,9.62,19.86,6.43,24.4949,6.3288,30.5821,13.171,0.854
2017/12/25,6.42,18.79,6.2751,2.69,8.6,9.83,19.88,6.43,24.3295,6.394,29.061,13.1126,0.849
2017/12/26,6.4,18.78,6.3246,2.7,8.55,9.81,19.88,6.43,25.7017,6.5991,29.9717,13.9005,0.851
2017/12/27,6.28,19.31,6.4036,2.7,8.63,9.74,19.55,6.43,25.5362,6.5059,30.1718,13.9103,0.847
2017/12/28,6.21,19.35,6.4629,2.71,9.43,9.64,19.37,6.43,25.8574,6.4872,30.5321,13.813,0.855
2017/12/29,6.2,19.9,6.453,2.69,9.32,9.72,19.49,6.43,25.945,6.5432,29.9567,13.706,0.858
2018/1/2,6.26,20.05,6.5222,2.68,9.42,9.72,19.56,6.43,25.9353,6.5059,29.6365,13.8616,0.87
2018/1/3,6.31,20.15,6.5815,2.71,9.51,9.78,19.61,6.43,25.8574,6.5432,29.7666,14.0173,0.876
2018/1/4,6.29,20.2,6.6309,2.71,9.35,9.72,20.33,6.43,25.6433,6.4127,30.422,14.027,0.88
2018/1/5,6.45,20.21,6.5914,2.73,9.28,9.74,19.94,6.43,25.6725,6.4872,30.1268,13.9103,0.869
2018/1/8,6.32,19.9,6.5222,2.72,9.33,9.63,19.67,6.43,25.6725,6.683,30.8023,13.8033,0.871
2018/1/9,6.29,19.71,6.4728,2.71,9.29,9.47,19.45,6.43,26.4316,6.6643,31.0925,13.9589,0.872
2018/1/10,6.23,19.69,6.3641,2.71,9.15,9.31,19.38,6.43,25.4487,6.5339,31.1776,13.9589,0.87
2018/1/11,6.25,19.69,6.4135,2.76,9.1,9.36,19.37,6.43,26.1299,6.5991,31.1476,14.0854,0.873
2018/1/12,6.24,19.72,6.4036,2.72,8.9,9.35,19.44,6.43,26.3343,6.6084,30.1468,13.9492,0.87
2018/1/15,6.12,18.85,6.1467,2.68,8.89,9.06,18.97,6.43,26.7527,6.5152,27.1346,13.8422,0.852
2018/1/16,6.1,18.77,6.1664,2.68,9.1,9.05,19.02,6.43,27.7648,6.5898,27.4449,14.2216,0.857
2018/1/17,6.09,18.78,6.1467,2.65,8.9,9.26,19.03,6.43,27.9303,6.6364,30.1919,14.2507,0.851
2018/1/18,6.08,18.78,6.1664,2.64,8.94,9.18,19.19,6.43,27.4048,6.6271,30.8523,14.1924,0.855
2018/1/19,6.1,18.63,6.1269,2.64,8.91,9.3,19.06,6.43,26.6846,6.5711,29.8966,13.9492,0.854
2018/1/22,6.08,18.73,6.1862,2.59,8.91,9.47,18.98,6.43,25.7212,6.9999,28.7858,13.8616,0.85
2018/1/23,6.08,18.72,6.1862,2.5,8.8,9.48,18.97,6.43,25.8769,6.9719,31.6629,13.9103,0.835
2018/1/24,6.07,18.38,6.5222,2.39,8.72,9.48,18.97,6.43,26.1299,6.9906,31.5428,13.9686,0.842
2018/1/25,6.1,18.38,6.5716,2.4,8.76,9.5,18.84,6.43,26.6749,6.9533,31.2126,13.8616,0.838
2018/1/26,6.1,18.15,6.3443,2.36,8.71,9.48,18.58,6.43,25.9936,6.8694,31.5278,14.1924,0.84
2018/1/29,6.04,17.77,6.2257,2.36,8.76,9.4,17.93,6.43,25.2443,6.7389,30.9224,14.134,0.825
2018/1/30,5.96,17.9,6.3048,2.28,8.59,9.59,17.51,6.43,25.4389,6.7482,29.9667,14.0173,0.817
2018/1/31,5.85,17.2,6.0775,2.24,8.51,9.45,17.5,6.43,24.602,6.5525,30.2719,13.7255,0.816
2018/2/1,5.58,15.9,5.6625,2.14,8.41,9.09,16.29,6.43,23.4342,6.3008,28.6808,13.5893,0.786
2018/2/2,5.63,16.05,5.5241,2.09,8.51,8.95,15.96,6.43,22.9962,6.3195,28.5757,13.3266,0.782
2018/2/5,5.61,16.67,5.5241,2.09,8.51,8.69,16.07,6.43,22.4902,6.3102,28.2655,13.2974,0.781
2018/2/6,5.22,15.75,5.0004,1.91,8.4,7.82,15.06,6.43,20.2616,5.9466,25.5035,13.4336,0.76
2018/2/7,5.28,16,5.0004,1.9,8.54,7.28,15.12,6.43,20.612,5.8907,25.6085,13.6185,0.737
2018/2/8,5.28,16.39,5.1486,1.92,8.52,7.29,15.2,6.43,21.0012,5.9373,26.0539,13.6574,0.744
2018/2/9,5.21,16.07,5.0004,1.89,8.37,6.99,14.41,6.43,20.5146,5.7136,24.5178,13.5309,0.704
2018/2/12,5.26,16.21,5.1486,1.94,8.15,7.19,14.89,6.43,21.0596,5.9187,25.0281,13.9005,0.72
2018/2/13,5.28,16.19,5.1387,1.99,8.16,7.2,14.9,6.43,20.8942,5.956,24.3326,14.455,0.728
2018/2/14,5.35,16.21,5.1486,2.05,8.17,7.32,14.93,6.43,21.1083,5.9187,24.3927,14.2216,0.724
2018/2/22,5.39,16.34,5.2276,2.02,8.14,7.37,15.11,6.43,21.4489,5.9932,24.9831,14.4745,0.729
