ÈÕÆÚ,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH
2015/3/12,,6.5616,7.7335,6.7303,5.0676,4.3726,5.5837,6.32,,11.1019
2015/3/13,,6.6768,7.8836,6.8394,5.28,4.432,5.7818,6.48,,11.5428
2015/3/16,,6.9773,8.0619,7.0277,5.3958,4.521,5.895,6.6,,11.7331
2015/3/17,,7.1877,8.8409,7.7315,5.8109,4.9761,6.4892,7.26,,12.0098
2015/3/18,,7.2578,8.7095,7.6918,5.8591,5.1443,6.7533,7.28,,12.0789
2015/3/19,,7.343,8.6157,7.5134,6.0136,5.0552,6.5364,7.15,,11.9492
2015/3/20,,7.6385,8.6438,7.6323,6.419,5.0651,6.5269,7.26,,12.0962
2015/3/23,,7.954,8.6251,7.6522,6.5638,5.2135,6.5835,7.3,,12.1049
2015/3/24,,7.7336,8.5781,7.5332,6.612,5.4015,6.5647,7.23,,11.7504
2015/3/25,,7.8288,8.4561,7.6026,6.6506,5.2531,6.4703,7.19,,11.759
2015/3/26,,7.5133,8.5688,7.7513,7.0174,5.2135,6.4515,7.28,,12.0962
2015/3/27,,7.7186,8.5031,7.7215,6.8823,5.2036,6.4137,7.35,,12.347
2015/3/30,,7.7236,8.8034,8.1279,6.8823,5.4114,6.6118,7.69,,12.3902
2015/3/31,,7.6234,8.5218,7.8702,6.8244,5.2432,6.3949,7.44,,12.6669
2015/4/1,,7.7637,8.5688,7.9099,6.8823,5.2828,6.4609,7.51,,13.0214
2015/4/2,,8.0191,8.6251,7.8306,7.5676,5.2333,6.4798,7.43,,13.0473
2015/4/3,,8.2095,8.7471,7.8306,8.0406,5.2234,6.6778,7.45,,13.2202
2015/4/7,,8.2245,9.1319,7.9991,8.8321,5.3718,7.0551,7.67,,13.2981
2015/4/8,,7.9991,8.9817,7.8306,8.89,5.3026,6.9985,7.51,,12.9436
2015/4/9,,7.7437,9.1225,7.9,8.89,5.451,7.4513,7.63,,12.6928
2015/4/10,,7.954,9.4979,8.2965,9.0831,5.9951,7.6776,8.12,,13.2981
2015/4/13,,7.9941,9.5448,8.2766,9.1796,6.094,7.7059,8.1,,14.6296
2015/4/14,,8.1293,9.6856,8.3757,8.9576,6.1039,7.5739,8.14,,14.6815
2015/4/15,,7.6485,9.7138,8.7028,8.4943,6.5095,7.5267,8.4,,13.7995
2015/4/16,,7.6535,9.8921,9.0498,8.4557,7.0635,7.5456,8.79,,14.1454
2015/4/17,,7.7136,10.8775,9.9518,8.8707,7.7659,8.3001,9.67,,14.5777
2015/4/20,,7.5633,11.2623,10.943,8.7163,8.5474,8.7151,10.64,,14.1973
2015/4/21,,7.8739,10.8024,10.5961,8.7645,8.6958,8.4982,11.11,,14.6555
2015/4/22,,8.0342,10.9245,10.7844,8.919,8.9431,8.5737,11.98,,14.863
2015/4/23,,8.3247,10.6898,10.5168,8.9672,8.7453,8.4133,11.74,,14.9322
2015/4/24,,9.0259,11.0558,10.8934,9.7781,9.3982,8.6303,12.91,,15.598
2015/4/27,,9.3315,12.1633,11.9838,10.2028,10.338,9.498,14.2,,16.2465
2015/4/28,,8.8055,13.3834,13.1831,9.8456,11.3768,10.4506,15.62,,14.6209
2015/4/29,,8.8105,12.3229,12.4199,9.8746,10.9613,9.8092,15.19,,14.3788
2015/4/30,,8.8005,11.9662,12.3109,9.6333,10.9811,9.6866,15.3,,14.4221
2015/5/4,,8.7104,11.6096,11.9144,9.4306,10.5854,9.4508,14.8,,14.1627
2015/5/5,,8.2145,11.0558,11.2404,8.697,9.8137,8.9698,14.41,,13.3153
2015/5/6,,7.929,10.4364,10.5762,8.417,9.2102,8.4699,13.27,,12.9436
2015/5/7,,7.9691,9.7982,9.8725,7.7896,8.8937,7.9134,13.14,,12.6928
2015/5/8,,8.3247,10.1736,10.3582,8.3205,9.0915,8.0926,13.1,,13.0819
2015/5/11,,8.5701,10.5115,10.7745,9.1506,9.3883,8.3284,13.52,,13.5402
2015/5/12,,8.7154,10.6992,11.0818,9.334,9.6851,8.9038,13.93,,13.6612
2015/5/13,,8.5551,10.2675,10.5762,9.3147,9.1905,8.5737,13.18,,13.7217
2015/5/14,,8.9508,10.352,10.5961,9.1989,9.141,8.4227,13.54,,13.8341
2015/5/15,,8.7454,10.0235,10.1698,8.8128,8.7947,8.1304,13.01,,13.2894
2015/5/18,,9.1461,10.5209,10.269,8.6391,8.8046,8.2058,12.76,,13.4796
2015/5/19,,9.2363,10.8212,10.6258,9.5078,9.0025,8.4605,13,,13.9206
2015/5/20,,9.5418,10.8212,11.4981,10.4634,9.6455,8.8283,13,,14.0243
2015/5/21,,10.4985,11.9005,12.6479,11.5059,10.615,9.7149,14.3,,14.6036
2015/5/22,,10.6838,12.0225,12.182,11.1005,10.2985,9.498,14.49,,14.863
2015/5/25,,11.7507,12.1633,12.3406,12.2105,10.4073,9.6395,14.79,,15.3645
2015/5/26,,12.9278,12.1352,12.291,12.8476,10.3281,9.6112,14.96,,16.2897
2015/5/27,,14.2201,11.7316,12.0234,12.365,10.0017,9.3565,14.37,,16.1081
2015/5/28,,12.7976,11.2529,11.5278,11.1294,9.695,8.9321,14.24,,14.4999
2015/5/29,,12.5071,10.7086,10.9826,10.7237,9.2399,8.5359,13.38,,14.2491
2015/6/1,,13.2233,11.2717,11.5377,11.6608,9.6257,8.9887,13.85,,15.6758
2015/6/2,,13.5038,11.4594,11.7062,11.7284,9.8632,9.0924,13.98,,16.2119
2015/6/3,,13.7392,11.7691,11.5179,12.1342,9.6159,9.0075,13.63,,17.3013
2015/6/4,,14.3002,11.45,11.3494,11.796,9.3883,8.9132,13.22,,16.7652
2015/6/5,,15.7328,12.0601,12.3406,11.9796,9.784,9.2909,13.73,,17.163
2015/6/8,,15.4823,12.5293,12.8461,12.2694,10.4567,9.7441,14.93,,17.9584
2015/6/9,,14.8111,12.1727,12.3109,11.854,10.061,9.3948,14.31,,17.2494
2015/6/10,,15.5675,12.229,12.3307,11.6898,9.9522,9.357,14.01,,18.2178
2015/6/11,,17.1252,11.9756,12.182,11.883,9.8137,9.5269,13.76,,20.0422
2015/6/12,,17.586,12.107,12.638,12.1438,9.9918,9.8102,14.29,,19.9817
2015/6/15,,16.3789,12.3604,13.9067,13.3611,10.1501,10.0557,14.75,,19.1862
2015/6/16,,15.0516,11.45,14.3627,13.6509,9.4279,9.3381,13.64,,17.5607
2015/6/17,,15.9081,11.7316,15.2548,13.4577,9.6455,9.6214,13.97,,18.6242
2015/6/18,,15.1167,11.8818,14.6303,13.6509,9.4872,9.4986,13.78,,18.3907
2015/6/19,,13.6391,10.718,13.1633,12.2887,8.587,8.545,12.4,,17.5953
2015/6/23,,13.218,10.9808,14.4816,11.6801,8.7552,8.9415,12.57,,17.8633
2015/6/24,,13.6842,11.7034,15.79,11.9409,9.1014,9.5175,13.18,,18.0708
2015/6/25,,13.7493,12.0413,15.5224,11.854,9.6851,10.2634,13.51,,16.843
2015/6/26,,13.7493,10.84,13.9662,10.6657,8.7156,9.6025,12.16,,15.157
2015/6/29,,13.7493,11.3656,14.9971,9.603,8.953,10.5656,11.95,,13.6439
2015/6/30,,13.7493,12.0507,16.0477,10.0377,9.3982,11.3304,12.48,,14.3788
2015/7/1,,13.7493,12.2478,14.7393,9.033,9.2201,10.9243,11.78,,13.1857
2015/7/2,,13.7493,11.0277,13.2624,8.1345,8.3001,9.8291,10.6,,11.8714
2015/7/3,,13.7493,9.9268,11.9342,7.323,7.4691,8.8471,9.54,,10.6869
2015/7/6,,13.7493,8.9388,10.7447,6.5888,6.7271,7.9596,8.59,,9.6147
2015/7/7,,13.7493,8.0449,9.6742,5.9318,6.1138,7.1664,7.89,,8.655
2015/7/8,,13.7493,7.2452,8.7028,5.3425,5.5004,6.4489,7.1,,7.7903
2015/7/9,,13.7493,7.9697,9.5751,5.8739,6.0544,7.0909,7.81,,8.5685
2015/7/10,,13.7493,8.7695,10.5366,6.4632,6.6579,7.7991,8.59,,9.4245
2015/7/13,,13.7493,9.6445,11.5873,7.1105,7.3207,8.4128,9.45,,10.3669
2015/7/14,,13.7493,9.2023,11.1511,7.1974,6.9349,7.6008,8.93,,10.8573
2015/7/15,,13.7493,8.2802,10.041,6.4825,6.2424,6.8454,8.04,,9.7716
2015/7/16,,13.7493,8.3931,10.2496,6.3762,6.3116,6.751,8.15,,10.043
2015/7/17,,13.7493,8.8636,11.1235,7.0139,6.7271,7.1853,8.64,,10.9536
2015/7/20,,13.7493,9.3246,11.789,7.6515,7.3999,7.6385,9.5,,11.4264
2015/7/21,,13.7493,9.2023,11.6499,7.7867,7.6175,7.6385,9.58,,11.3301
2015/7/22,,13.7493,9.5975,12.4147,7.9027,7.8252,8.1579,10,,12.0043
2015/7/23,,13.7493,10.2185,13.378,8.2311,8.3298,8.5733,11,,12.372
2015/7/24,,13.7493,9.9174,12.8715,8.1635,7.9835,8.1579,11.06,,11.978
2015/7/27,,13.7493,8.9294,11.5804,7.352,7.1822,7.3458,9.95,,10.7785
2015/7/28,,13.7493,8.459,10.6468,7.1008,6.6084,6.7604,9.25,,10.6471
2015/7/29,,13.7493,9.3058,11.7095,7.8157,7.2712,7.4403,10.18,,11.4352
2015/7/30,,13.7493,8.9577,11.7294,8.5983,7.3504,7.2609,10.03,,11.1287
2015/7/31,,13.7493,9.0988,11.6102,8.0766,7.1327,7.0815,10.12,,10.7522
2015/8/3,,13.7493,8.9577,11.8784,7.265,7.0338,6.8549,9.14,,9.684
2015/8/4,,13.7493,9.6163,13.0702,7.9896,7.7164,7.5441,10.05,,10.6559
2015/8/5,,13.7493,9.334,12.9013,7.9896,7.4889,7.3175,10.19,,10.4282
2015/8/6,,13.7493,9.4752,12.8616,7.9896,7.8549,7.4025,10.57,,10.4983
2015/8/7,,13.7493,10.4255,14.1527,7.9896,8.6365,8.139,11.63,,11.1637
2015/8/10,,13.7493,10.4255,14.1527,7.9896,8.6365,8.951,11.63,,12.0043
2015/8/11,,13.7493,10.4255,14.1527,7.9896,8.6365,9.4325,11.63,,12.1269
2015/8/12,,13.7493,10.4255,14.1527,7.9896,8.6365,9.2437,11.63,,11.7154
2015/8/13,,13.7493,10.4255,14.1527,7.9896,8.6365,9.7158,11.63,,12.267
2015/8/14,,13.7493,10.4255,14.1527,7.9896,8.6365,9.4797,11.63,,12.3108
2015/8/17,,13.7493,10.4255,14.1527,7.9896,8.6365,9.6402,11.63,,12.8449
2015/8/18,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,8.6772,11.63,,11.5665
2015/8/19,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,8.8754,11.63,,11.8642
2015/8/20,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,8.1579,11.63,,11.4177
2015/8/21,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,7.8746,11.63,,10.5946
2015/8/24,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,7.0909,11.63,,9.5351
2015/8/25,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.3828,11.63,,8.5808
2015/8/26,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,5.854,11.63,,7.7402
2015/8/27,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.4394,11.63,,8.0729
2015/8/28,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,7.0248,11.63,,8.7646
2015/8/31,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.6377,11.63,,8.3881
2015/9/1,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.0523,11.63,,7.7227
2015/9/2,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,5.7785,11.63,,7.6176
2015/9/7,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.3544,11.63,,7.9328
2015/9/8,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.5527,11.63,,8.5195
2015/9/9,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.7416,11.63,,9.0448
2015/9/10,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.5622,11.63,,8.6245
2015/9/11,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.6566,11.63,,8.7559
2015/9/14,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.2506,11.63,,7.889
2015/9/15,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,5.7029,11.63,,7.425
2015/9/16,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.2411,11.63,,8.1692
2015/9/17,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.1278,11.63,,8.0204
2015/9/18,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.2223,11.63,,8.2393
2015/9/21,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.6471,11.63,,8.5808
2015/9/22,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.5622,11.63,,8.5545
2015/9/23,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.3544,11.63,,8.213
2015/9/24,2.53,13.7493,10.4255,14.1527,7.9896,8.6365,6.4961,11.63,,8.5195
2015/9/25,2.53,13.7493,10.4255,14.1527,7.1878,8.6365,6.2128,11.63,,8.1167
2015/9/28,2.53,13.7493,10.4255,14.1527,6.4728,8.6365,6.3356,11.63,,8.2743
2015/9/29,2.53,13.7493,10.4255,14.1527,5.8256,8.6365,6.0617,11.63,,7.9941
2015/9/30,2.53,13.7493,10.4255,14.1527,5.4971,8.6365,6.0617,11.63,,8.0817
2015/10/8,2.53,13.7493,10.4255,14.1527,5.671,8.6365,6.26,11.63,,8.5457
2015/10/9,2.53,13.7493,10.4255,14.1527,5.6034,8.6365,6.4394,11.63,,8.7121
2015/10/12,2.53,13.7493,10.4255,14.1527,6.1637,8.6365,6.7227,11.63,,9.0623
2015/10/13,2.53,13.7493,10.4255,14.1527,6.2023,8.6365,6.7227,11.63,,9.2462
2015/10/14,2.53,13.7493,10.4255,14.1527,6.241,8.6365,6.9493,11.63,,8.9748
2015/10/15,2.53,13.7493,10.4255,14.1527,6.4245,8.6365,7.2892,11.63,,9.3075
2015/10/16,2.53,13.7493,10.4255,14.1527,6.753,8.6365,7.2609,11.63,,9.5877
2015/10/19,2.53,13.7493,10.4255,14.1527,6.5598,8.6365,7.4025,11.63,,9.3425
2015/10/20,2.53,13.7493,10.4255,14.1527,6.5984,8.6365,7.4119,11.63,,9.4914
2015/10/21,2.53,13.7493,10.4255,14.1527,5.9995,8.6365,6.6755,11.63,,8.7471
2015/10/22,2.53,13.7493,10.4255,14.1527,6.154,8.6365,7.0343,11.63,,9.6227
2015/10/23,2.53,13.7493,10.4255,14.1527,6.4825,8.6365,7.1476,11.63,,10.1393
2015/10/26,2.53,13.7493,10.4255,14.1527,6.724,8.6365,7.1476,11.63,,10.7785
2015/10/27,2.53,13.7493,10.4255,14.1527,6.5695,8.6365,7.0626,11.63,,10.5333
2015/10/28,2.53,13.7493,10.4255,14.1527,6.3666,8.6365,6.9682,11.63,,10.367
2015/10/29,2.53,13.7493,10.4255,14.1527,6.3762,8.6365,7.0437,11.63,,10.7872
2015/10/30,2.53,13.7493,10.4255,14.1527,6.4342,8.6365,7.1381,11.63,,10.5421
2015/11/2,2.53,13.7493,10.4255,14.1527,6.0864,8.6365,6.8549,11.63,,9.8591
2015/11/3,2.53,13.7493,10.4255,14.1527,6.0188,8.6365,6.8077,11.63,,10.008
2015/11/4,2.53,13.7493,10.4255,14.1527,6.3569,8.6365,7.0909,11.63,,10.5596
2015/11/5,2.53,13.7493,10.4255,14.1527,6.5115,8.6365,7.2798,11.63,,10.5683
2015/11/6,2.53,13.7493,10.4255,14.1527,6.6564,8.6365,7.3553,11.63,,10.8923
2015/11/9,2.53,13.7493,10.4255,14.1527,7.1781,8.6365,7.6008,11.63,,10.9273
2015/11/10,2.53,13.7493,10.4255,14.1527,6.9945,8.6365,7.4875,11.63,,10.761
2015/11/11,2.53,13.7493,10.4255,14.1527,7.1105,8.6365,7.4403,11.63,,10.8223
2015/11/12,2.53,13.7493,10.4255,14.1527,7.0815,8.6365,7.3081,11.63,,10.6121
2015/11/13,2.53,13.7493,10.4255,14.1527,7.1684,8.6365,7.4025,11.63,,10.3407
2015/11/16,2.53,13.7493,10.4255,14.1527,7.5355,8.6365,7.6574,11.63,,10.5246
2015/11/17,2.53,13.7493,10.4255,14.1527,7.5839,8.6365,7.5441,11.63,,10.7697
2015/11/18,2.53,13.7493,10.4255,14.1527,7.3713,8.6365,7.3175,11.63,,10.6121
2015/11/19,2.53,13.7493,10.4255,14.1527,7.4293,8.6365,7.4686,11.63,,10.9011
2015/11/20,2.53,13.7493,10.4255,14.1527,7.294,8.6365,7.563,11.63,,10.9273
2015/11/23,2.53,13.7493,10.4255,14.1527,7.2264,8.6365,7.4875,11.63,,11.0937
2015/11/24,2.53,13.7493,10.4255,14.1527,7.1878,8.6365,7.4025,11.63,,10.9886
2015/11/25,2.53,13.7493,10.4255,14.1527,7.3327,8.6365,7.4308,11.63,,11.0412
2015/11/26,2.53,13.7493,10.4255,14.1527,7.1974,8.6365,7.5913,11.63,,11.4877
2015/11/27,2.53,13.7493,10.4255,14.1527,6.6371,8.6365,6.9965,11.63,,10.3845
2015/11/30,2.53,13.7493,10.4255,14.1527,6.4825,8.6365,6.751,11.63,,10.5421
2015/12/1,2.53,13.7493,10.4255,14.1527,6.5501,8.6365,6.7699,11.63,,10.6296
2015/12/2,2.53,13.7493,10.4255,14.1527,6.5308,8.6365,6.8737,11.63,,10.3582
2015/12/3,2.53,13.7493,10.4255,14.1527,6.6081,8.6365,6.9398,11.63,,10.5421
2015/12/4,2.53,13.7493,10.4255,14.1527,6.6371,8.6365,6.7699,11.63,,10.6909
2015/12/7,2.53,13.7493,10.4255,14.1527,6.753,8.6365,6.8171,11.63,,10.796
2015/12/8,2.53,13.7493,10.4255,14.1527,6.6854,8.6365,6.7888,11.63,,10.3319
2015/12/9,2.53,13.7493,10.4255,14.1527,6.4728,8.6365,6.7132,11.63,,10.2006
2015/12/10,2.53,13.7493,10.4255,14.1527,6.4922,8.6365,6.9021,11.63,,10.2356
2015/12/11,2.53,13.7493,10.4255,14.1527,6.3472,8.6365,6.8926,11.63,,10.1218
2015/12/14,2.53,13.7493,10.4255,14.1527,6.4728,8.6365,7.0248,11.63,,10.437
2015/12/15,2.53,13.7493,10.4255,12.7424,6.4342,8.6365,6.8926,11.63,,10.4545
2015/12/16,2.53,13.7493,10.4255,11.4712,6.4342,8.6365,6.7888,11.63,,10.4808
2015/12/17,2.53,13.7493,10.4255,12.6232,6.7433,8.6365,6.9682,11.63,,10.866
2015/12/18,21.2,13.7493,10.4255,11.7691,6.6564,8.6365,6.921,11.63,,10.7697
2015/12/21,19.08,13.7493,10.4255,11.3321,6.753,8.6365,6.9587,11.63,,10.9536
2015/12/22,17.17,13.7493,10.4255,11.2328,6.7723,8.6365,7.0154,11.63,,11.0061
2015/12/23,16.88,13.7493,10.4255,10.8256,6.695,8.6365,6.8737,11.63,,10.8573
2015/12/24,15.19,13.7493,10.4255,10.5773,6.9172,8.6365,6.836,11.63,,10.7785
2015/12/25,14.52,13.7493,11.0747,10.905,6.9752,8.2704,6.8832,11.07,,10.9623
2015/12/28,13.33,13.7493,9.9644,10.3588,6.6661,7.4394,6.6944,9.96,,10.6209
2015/12/29,13.58,13.7493,10.0115,10.3985,6.6854,7.4394,6.8737,9.59,,10.9186
2015/12/30,13.02,13.7493,9.2399,10.2793,6.6564,7.0635,6.7604,9.13,,11.0324
2015/12/31,12.17,13.7493,8.6942,10.19,6.6081,6.9646,6.6944,9.02,,10.8748
2016/1/4,11.81,13.7493,7.8285,9.167,5.9512,6.2721,6.0523,8.12,,9.8241
2016/1/5,12.99,13.7493,8.0826,8.6009,5.8256,5.9456,5.8918,7.81,,9.7628
2016/1/6,13.11,13.7493,8.139,8.8591,6.0091,6.1039,6.0145,8.12,,9.8854
2016/1/7,11.8,12.3759,7.3393,8.005,5.4295,5.4905,5.4669,7.32,,8.9135
2016/1/8,12.32,11.1378,7.5745,7.9851,5.6613,5.4707,5.5519,7.26,,9.0185
2016/1/11,11.09,10.025,7.2922,7.1906,5.1976,5.1344,5.127,6.84,,8.1254
2016/1/12,10.91,9.0225,7.3863,7.0515,5.1976,5.0948,5.1648,6.82,,8.213
2016/1/13,9.88,8.1203,7.0476,6.9721,5.014,4.8871,5.0137,6.43,,7.9503
2016/1/14,10.31,8.2205,7.0946,7.1509,5.0817,4.9365,5.0798,6.53,,8.248
2016/1/15,9.84,7.4285,6.4642,6.6443,4.7725,4.4914,4.7493,5.95,,7.9591
2016/1/18,10.23,8.1704,6.7465,6.9224,4.8305,4.9365,4.9098,6.55,,8.0817
2016/1/19,10.45,8.9874,6.8688,7.1211,5.0527,5.0651,5.0231,6.69,,8.3093
2016/1/20,10.62,9.3333,6.7935,7.27,5.1686,5.0058,5.0514,6.63,,8.1605
2016/1/21,9.67,8.401,6.4171,6.7933,4.9947,4.62,4.8248,6.17,,7.819
2016/1/22,10,8.4712,6.5301,6.8827,5.0913,4.7189,4.8721,6.28,,7.9503
2016/1/25,10.13,8.4962,6.5677,6.9423,5.101,4.7585,4.9759,6.33,,8.0466
2016/1/26,9.12,7.6491,5.9279,6.2471,4.6469,4.2935,4.5605,5.7,,7.3199
2016/1/27,9.12,7.5438,5.7585,5.9988,4.502,4.1154,4.4377,5.49,,7.2849
2016/1/28,8.78,6.792,5.3915,5.5518,4.2025,3.8186,4.3339,5.08,,7.0747
2016/1/29,9.1,7.1128,5.7397,5.8498,4.531,4.2045,4.4849,5.46,,7.4425
2016/2/1,8.89,6.7118,5.5891,5.82,4.4827,4.1649,4.3433,5.27,,7.4863
2016/2/2,9.25,7.3834,5.7961,6.0087,4.6083,4.2836,4.4566,5.48,,7.7314
2016/2/3,9.62,7.6742,5.7397,5.9491,4.8691,4.2341,4.4849,5.43,,7.6789
2016/2/4,9.78,7.6942,5.8526,6.0186,5.0527,4.3034,4.5227,5.5,,7.7752
2016/2/5,9.93,7.3333,5.7303,5.959,5.5551,4.244,4.5038,5.46,,7.7402
2016/2/15,10.32,7.1629,5.6079,5.7902,5.6323,4.1253,4.4094,5.33,,7.6789
2016/2/16,11.35,7.8797,6.1725,6.3662,5.9898,4.5408,4.7493,5.86,,7.9854
2016/2/17,12.49,8.1955,6.2384,6.2967,5.9125,4.6991,4.721,6.02,,8.0554
2016/2/18,12.98,8.005,6.3136,6.4358,6.5018,4.8475,4.7493,6.19,,7.9941
2016/2/19,12.3,8.2456,6.2384,6.3464,6.724,4.8376,4.8248,6.22,,8.0291
2016/2/22,12.38,8.3308,6.3325,6.5152,6.5598,4.9069,4.8909,6.29,,8.213
2016/2/23,12.73,8.2656,6.3419,6.4258,6.3762,4.9662,4.806,6.25,,8.0992
2016/2/24,12.26,8.6516,6.5771,6.7337,6.6564,5.0454,4.9098,6.34,,8.143
2016/2/25,11.09,7.7844,5.9184,6.0584,6.2989,4.5408,4.4188,5.71,,7.3549
2016/2/26,10.96,7.5138,6.069,6.1577,6.7047,4.5507,4.5133,5.8,,7.4512
2016/2/29,9.86,6.7619,5.6362,5.6114,6.5598,4.1649,4.3811,5.52,,7.0835
2016/3/1,9.67,6.9574,5.6926,5.7703,6.212,4.2539,4.4377,5.66,,7.2411
2016/3/2,10.47,7.2732,6.0596,6.0981,6.8303,4.5606,4.6266,6.07,,7.5738
2016/3/3,10.09,7.2681,6.2948,6.4854,6.6661,4.6694,4.7587,6.28,,7.6176
2016/3/4,9.39,6.8822,6.1725,6.2868,6.1347,4.5606,4.7965,6.34,,7.4688
2016/3/7,9.59,7.0727,6.4171,6.5351,6.1444,4.6694,4.8815,6.36,,7.6526
2016/3/8,9.62,7.218,6.897,7.1906,5.9512,4.8277,5.1081,6.65,,7.7927
2016/3/9,9.14,7.4987,6.4077,6.7734,5.5357,4.5804,4.8532,6.35,,7.7665
2016/3/10,9.09,7.1829,6.2666,6.4457,5.4391,4.4221,4.6832,6.02,,7.5388
2016/3/11,8.95,6.9925,6.1349,6.2868,5.4584,4.3825,4.6454,5.93,,7.5476
2016/3/14,9.33,7.4536,6.3513,6.4755,5.7193,4.5012,4.7493,6.09,,7.7665
2016/3/15,9.18,7.7143,6.229,6.3067,5.4778,4.4518,4.7587,5.99,,7.8277
2016/3/16,9.25,7.4536,6.1255,6.1477,5.2459,4.3924,4.721,6.02,,7.7139
2016/3/17,9.53,7.9298,6.3136,6.3166,5.4778,4.4815,4.7965,6.12,,7.9416
2016/3/18,9.93,8.2255,6.5112,6.545,5.5744,4.6101,4.8626,6.27,,8.143
2016/3/21,10.19,8.4561,6.6618,6.8032,5.8642,4.7684,4.9948,6.42,,8.2918
2016/3/22,10.15,8.1804,6.5959,6.6642,5.7483,4.6793,4.957,6.3,,8.178
2016/3/23,10.25,8.3208,6.5771,6.7436,5.7676,4.6991,4.9854,6.29,,8.2043
2016/3/24,10.03,7.9699,6.3607,6.5053,5.6323,4.5408,4.8626,6.11,,8.3619
2016/3/25,10.01,7.9849,6.3889,6.5649,5.6517,4.5507,4.8721,6.17,,8.3531
2016/3/28,9.73,7.8797,6.276,6.4556,5.7483,4.5309,4.8248,6.08,,8.1867
2016/3/29,9.18,7.9448,6.0408,6.2769,5.5067,4.4023,4.7115,5.9,,7.9941
2016/3/30,9.48,8.1754,6.2007,6.4656,5.6517,4.521,4.8154,6.05,,8.2305
2016/3/31,9.45,8.1253,6.2478,6.6145,5.8159,4.5903,4.8437,6.09,,8.3619
2016/4/1,9.25,7.9649,6.2666,6.6642,5.6806,4.62,4.8248,6.15,,8.2655
2016/4/5,10.18,8.2205,6.5771,6.9919,5.8352,5.0552,5.3064,6.45,,8.5282
2016/4/6,11.2,8.3007,6.4736,6.8628,5.8545,4.8871,5.2781,6.3,,8.5107
2016/4/7,11.33,8.015,6.4265,6.8728,5.8062,4.798,5.2308,6.21,,8.4231
2016/4/8,11.49,7.8997,6.3136,6.7536,5.6806,4.7782,5.1364,6.11,,8.2831
2016/4/11,11.15,8.1253,6.4736,6.9224,5.7579,4.8178,5.1742,6.24,,8.5457
2016/4/12,10.71,7.9599,6.6524,7.2303,5.8835,4.8574,5.212,6.33,,8.4669
2016/4/13,10.67,8.1804,6.8123,7.8957,5.9222,4.9761,5.3442,6.49,,8.7296
2016/4/14,10.71,8.2506,6.7935,7.5878,5.8545,4.9266,5.3253,6.45,,8.7471
2016/4/15,10.55,8.5664,6.8406,7.6474,5.8062,4.897,5.3064,6.45,,8.7734
2016/4/18,10.6,8.391,6.7088,7.7865,5.642,4.8079,5.212,6.32,,8.642
2016/4/19,10.47,8.401,6.6806,7.6375,5.6613,4.8178,5.2025,6.31,,8.4757
2016/4/20,9.53,7.5739,6.3419,7.1409,5.3232,4.5408,4.9287,6.13,,8.0029
2016/4/21,9.33,7.3333,6.2854,7.0515,5.2362,4.5012,4.8815,6,,7.9328
2016/4/22,9.51,7.4235,6.2195,6.833,5.2459,4.4914,4.9004,5.97,,7.9854
2016/4/25,9.37,7.3233,6.0878,6.7734,5.3328,4.4122,4.8343,5.88,,7.9328
2016/4/26,9.46,7.4536,6.1725,6.8628,5.3328,4.4419,4.8437,5.92,,8.1955
2016/4/27,9.43,7.3784,6.0972,6.7536,5.3908,4.3924,4.8248,5.86,,8.1079
2016/4/28,9.33,7.3784,6.0219,6.7039,5.2652,4.3331,4.7776,5.77,,8.3181
2016/4/29,9.31,7.2882,6.0314,6.6344,5.2266,4.3133,4.7682,5.68,,8.2743
2016/5/3,10.24,7.5438,6.1725,6.8529,5.3232,4.4617,4.9004,5.78,,8.5282
2016/5/4,10,7.5238,6.2572,7.0515,5.3425,4.5012,4.9948,5.85,,8.5195
