ÈÕÆÚ,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH
2015/3/3,6.32,16.6573,7.37,19.2611,,11.1619,22.7668,10.7248,8.8851,,,,,
2015/3/4,6.9527,16.7001,8.11,19.382,,11.14,22.2376,10.8623,9.0792,,,,,
2015/3/5,7.4561,16.2928,8.92,20.2154,,11.6001,23.1036,11.6231,9.1956,,,,,
2015/3/6,7.6194,16.4786,8.96,19.4492,,11.2824,21.3138,12.5031,9.0404,,,,,
2015/3/9,7.8167,16.6072,8.76,20.5693,,11.1948,21.1118,12.5031,8.9162,,,,,
2015/3/10,8.0321,16.4,8.76,20.2064,,11.151,20.5055,12.0448,8.9977,,,,,
2015/3/11,8.8349,16.007,8.32,20.1482,,11.1181,20.6884,11.8706,8.8929,,,,,
2015/3/12,8.8349,16.1785,8.18,19.5388,,11.14,20.4093,11.7606,8.7415,,,,,
2015/3/13,8.8349,16.2142,8.13,19.5388,,11.2934,21.3138,11.8706,8.8929,,,,,
2015/3/16,8.8349,16.5715,8.18,19.5388,,11.4851,21.5544,11.8889,9.0559,,,,,
2015/3/17,8.8349,16.8502,8.14,19.5388,,12.0383,22.1221,11.9898,9.0753,,,,,
2015/3/18,8.8349,17.1075,8.14,19.5388,,12.5257,22.3146,13.1906,9.2927,,,,,
2015/3/19,8.8349,16.9359,8.42,19.5388,,12.6298,23.9408,13.6856,10.2204,,,,,
2015/3/20,8.8349,17.0789,8.28,19.5388,,12.4216,23.0555,13.5847,10.1428,,,,,
2015/3/23,8.8349,18.0936,8.32,21.4923,,12.8981,23.5847,13.8964,10.5426,,,,,
2015/3/24,8.8349,17.7363,8.07,23.6428,,12.7064,23.5847,13.6489,10.3213,,,,,
2015/3/25,8.8349,17.479,8.25,24.633,,12.7722,23.017,14.4097,10.6784,,,,,
2015/3/26,8.8349,17.722,8.27,25.7441,,13.7306,22.3531,15.8489,10.496,,,,,
2015/3/27,8.8349,17.6077,8.68,25.3947,,13.3253,22.5166,15.5739,10.3679,,,,,
2015/3/30,8.8349,17.7792,8.75,24.8749,,13.4239,23.2287,15.5739,10.7056,,,,,
2015/3/31,8.8349,17.5719,8.71,25.7979,,13.1117,22.507,15.5739,10.5853,,,,,
2015/4/1,8.8349,17.5148,8.7,27.7782,,13.2541,22.6899,15.5739,10.7056,,,,,
2015/4/2,8.8349,19.0154,8.81,30.556,,13.3911,22.4397,15.5739,11.0122,,,,,
2015/4/3,8.8349,18.751,8.78,31.7568,,13.2377,22.1221,15.5739,11.0433,,,,,
2015/4/7,8.8349,18.8296,8.9,34.9333,,13.3911,22.4685,17.1322,12.1496,,,,,
2015/4/8,8.8349,18.6724,8.91,35.8429,,13.8402,23.3923,18.8463,12.2544,,,,,
2015/4/9,8.8349,17.9721,8.66,39.4321,,13.161,22.0548,20.7254,11.9361,,,,,
2015/4/10,8.8349,17.7577,8.67,37.6325,,13.6101,22.0836,20.4138,11.6333,,,,,
2015/4/13,8.8349,18.3937,9.1,36.6536,,14.3933,23.2191,22.4579,12.4407,,,,,
2015/4/14,8.8349,18.651,9.09,36.6438,,14.1962,25.5092,24.7037,12.6076,,,,,
2015/4/15,8.8349,17.4076,8.67,34.508,,13.7032,26.0962,27.1787,11.9516,,,,,
2015/4/16,8.8349,17.1146,8.76,31.6307,,13.4403,24.5278,29.9011,11.6411,,,,,
2015/4/17,8.8349,17.2218,8.82,30.9781,,13.9333,26.0192,32.8894,12.0952,,,,,
2015/4/20,8.8349,16.2285,8.98,30.2959,,13.5827,25.9038,32.4311,11.7886,,,,,
2015/4/21,8.8349,16.8645,9.43,31.4725,,13.4294,24.1429,29.1861,11.8973,,,,,
2015/4/22,8.8349,18.5509,9.9,31.9867,,13.769,23.9215,27.7378,12.1496,,,,,
2015/4/23,8.8349,19.1583,10.4,31.4231,,15.1437,23.9119,28.297,12.0952,,,,,
2015/4/24,8.8349,18.4795,10.88,30.7804,,14.6562,24.5278,31.1294,11.6993,,,,,
2015/4/27,8.8349,18.6581,10.66,30.81,,14.3276,25.8749,31.4961,11.8196,,,,,
2015/4/28,8.8349,17.9507,10.13,29.1786,,13.2925,24.6913,29.067,11.152,,,,,
2015/4/29,8.8349,18.6224,10.2,29.6828,,13.4239,23.5751,30.2678,11.5673,,,,,
2015/4/30,8.8349,18.651,10.7,29.6433,,13.3144,23.2287,29.0578,11.645,,,,,
2015/5/4,8.8349,19.0297,10.59,31.9867,,13.5225,24.826,27.4445,12.7085,,,,,
2015/5/5,8.8349,18.4366,10.07,30.0783,,12.7612,23.0363,29.122,12.1379,,,,,
2015/5/6,8.8349,18.2222,9.83,29.5444,,12.5476,21.9874,26.9953,12.0836,,,,,
2015/5/7,8.8349,16.9359,9.98,28.2788,,12.0547,19.7935,26.9953,12.5998,,,,,
2015/5/8,8.8349,17.3719,10.1,29.495,,12.5147,20.5537,26.9953,13.7488,,,,,
2015/5/11,8.8349,17.9578,10.53,31.4329,,12.9255,21.1503,26.9953,13.9739,,,,,
2015/5/12,8.8349,18.0078,10.66,31.4329,,13.0843,21.2946,26.9953,14.7619,,,,,
2015/5/13,8.8349,19.1155,10.42,34.33,,13.2487,21.2561,26.9953,14.7503,,,,,
2015/5/14,8.8349,19.4585,10.87,33.2523,,13.0515,20.7846,26.9953,15.1501,,,,,
2015/5/15,8.8349,19.1512,11.41,33.4204,,13.3199,22.8631,26.9953,15.0336,,,,,
2015/5/18,8.8349,19.5728,11.98,34.419,,13.4513,22.0163,26.9953,15.0336,,,,,
2015/5/19,8.8349,20.366,12.58,34.1619,,14.0647,22.4878,26.9953,15.0336,,,,,
2015/5/20,8.8349,21.1807,13.21,34.9332,,14.0045,22.2665,26.9953,15.0336,,,,,
2015/5/21,8.8349,22.0096,12.78,38.4235,,14.5029,22.3242,26.9953,15.0336,,,,,
2015/5/22,8.8349,21.4593,13.42,38.4235,,14.4317,23.2287,26.9953,15.0336,,,,,
2015/5/25,8.8349,22.1525,14.09,38.4235,,14.7603,24.393,26.9953,15.0336,,,,,
2015/5/26,8.8349,23.01,14.79,38.4235,,15.171,24.1429,26.9953,15.0336,,,,,
2015/5/27,8.8349,24.5321,14.58,38.4235,,14.6726,23.2961,26.9953,15.0336,,,,,
2015/5/28,8.8349,23.7818,13.85,41.4887,,13.2158,21.054,26.9953,15.0336,,,,,
2015/5/29,8.8349,24.9394,13.38,43.6838,,13.0405,20.3131,26.9953,15.0336,,,,,
2015/6/1,8.8349,25.654,13.83,44.8703,,14.0757,21.487,26.9953,15.0336,,,,,
2015/6/2,8.8349,26.3758,13.64,49.3593,,15.2696,21.9297,26.9953,15.0336,,,,,
2015/6/3,8.8349,29.0126,14.32,50.5063,,15.8721,23.2768,26.9953,15.0336,,,,,
2015/6/4,8.8349,31.5137,13.9,52.4542,,15.5873,22.7572,26.9953,15.0336,,,,,
2015/6/5,8.8349,30.8706,14.1,54.2933,,17.1482,25.0377,26.9953,15.0336,,,,,
2015/6/8,8.8349,28.6982,14.18,49.3989,,16.3048,24.0466,29.6994,15.0336,,,,,
2015/6/9,8.8349,31.5709,14.89,46.9171,,15.3244,22.4589,26.9312,15.0336,,,,,
2015/6/10,8.8349,33.2359,15.63,49.9328,,15.4723,22.3434,24.3095,15.0336,,,,,
2015/6/11,8.8349,32.7714,16.41,52.4047,,15.4175,22.4974,23.7779,15.0336,,,,,
2015/6/12,8.8349,30.4418,17.23,55.371,,15.308,21.9778,22.4854,15.0336,,,,,
2015/6/15,8.8349,30.0202,16.37,55.3513,,15.3901,21.3908,21.9813,15.0336,,,,,
2015/6/16,8.8349,28.1551,15.55,49.8142,,14.3002,19.8127,19.7813,15.0336,,,,,
2015/6/17,8.8349,29.1055,14.99,52.1773,,14.7603,21.0252,20.5788,15.0336,,,,,
2015/6/18,8.8349,27.4977,14.56,49.5076,,13.7142,19.6107,18.8096,15.0336,,,,,
2015/6/19,8.8349,24.7465,13.83,44.9593,,12.3504,17.6477,18.4063,15.0336,,,,,
2015/6/23,8.8349,23.6746,13.14,46.4721,,12.7612,18.2443,19.6438,15.0336,,,,,
2015/6/24,8.8349,23.6889,13.22,46.482,,13.1884,19.2835,19.4421,15.0336,,,,,
2015/6/25,8.8349,22.9386,13.7,43.3575,,12.92,18.1961,18.5896,15.0336,,,,,
2015/6/26,8.8349,20.6447,13.02,39.0267,,11.6275,16.3814,16.738,15.0336,,,,,
2015/6/29,8.8349,18.5795,12.37,35.1211,,10.4719,14.9817,15.2989,15.0336,,,,,
2015/6/30,8.8349,19.7229,11.79,37.9193,,11.2277,16.1883,16.8297,15.0336,,,,,
2015/7/1,8.8349,17.7935,11.2,34.1323,,10.1487,14.5666,15.6655,15.0336,,,,,
2015/7/2,9.7194,16.0141,10.64,30.721,,9.1355,13.1186,16.0689,15.0336,,,,,
2015/7/3,8.7461,14.4134,10.11,27.6855,,8.2208,11.8058,15.7022,15.0336,,,,,
2015/7/6,8.7461,12.9699,9.6,26.7165,,7.6293,11.9988,16.5364,15.0336,,,,,
2015/7/7,8.7461,11.6765,9.12,24.0468,,6.868,12.2305,16.3072,15.0336,,,,,
2015/7/8,8.7461,11.6765,8.66,21.6441,,6.1834,11.0046,14.7489,15.0336,,,,,
2015/7/9,8.7461,11.6765,9,21.6441,,6.7978,12.105,16.2247,15.0336,,,,,
2015/7/10,8.7461,11.6765,9.28,21.6441,,7.4816,13.3117,17.838,15.0336,,,,,
2015/7/13,9.6207,11.6765,9.15,21.6441,,8.2347,14.6438,18.0488,15.0336,,,,,
2015/7/14,9.8739,12.8413,9.16,23.8095,,9.0571,13.9777,16.5089,15.0336,,,,,
2015/7/15,8.8875,13.7989,8.7,26.1925,,8.3437,12.6263,15.6839,15.0336,,,,,
2015/7/16,8.345,13.8775,8.46,27.3493,,8.8094,12.7325,15.7389,15.0336,,,,,
2015/7/17,8.6343,15.1352,8.75,30.0882,,9.6913,14.0067,16.7839,15.0336,,,,,
2015/7/20,8.3384,15.8998,8.99,33.0941,,10.6625,14.8948,16.5914,15.0336,,,,,
2015/7/21,9.1736,16.4286,9.01,32.748,,11.7327,15.9084,16.9855,15.0336,,,,,
2015/7/22,9.7161,16.1856,9.19,33.3215,,12.2182,15.2519,16.4905,15.0336,,,,,
2015/7/23,10.6893,17.2218,9.65,34.3894,,12.3173,15.5029,16.7472,15.0336,,,,,
2015/7/24,10.7058,18.1793,9.36,34.3498,,12.7732,15.3099,16.3164,15.0336,,,,,
2015/7/27,9.6339,16.3643,8.89,30.9188,,11.4948,13.775,14.6847,15.0336,,,,,
2015/7/28,8.7691,14.8565,8.57,27.8239,,11.0489,12.7518,13.8414,15.0336,,,,,
2015/7/29,9.5615,15.7354,8.78,30.1278,,12.1588,14.026,14.7122,15.0336,,,,,
2015/7/30,9.2722,14.4634,8.66,28.1601,,12.8822,14.026,14.0981,15.0336,,,,,
2015/7/31,8.9829,13.7203,8.53,27.9327,,12.575,15.0299,14.0981,15.0336,,,,,
2015/8/3,8.0885,12.3482,8.18,26.2024,,11.3165,13.7074,13.5114,15.0336,,,,,
2015/8/4,8.8119,13.5845,8.54,28.7336,,12.4461,14.7886,14.1347,15.0336,,,,,
2015/8/5,8.3779,13.9561,8.42,28.2689,,12.466,15.4257,13.9789,15.0336,,,,,
2015/8/6,8.3318,13.9489,8.36,28.1799,,11.9309,14.8562,13.9789,15.0336,,,,,
2015/8/7,8.6146,15.0709,8.55,29.2972,,12.129,15.2133,14.1347,15.0336,,,,,
2015/8/10,9.338,16.1999,8.8,31.5813,,13.2785,16.4779,14.9322,15.0336,,,,,
2015/8/11,9.5352,16.4572,8.94,31.6109,,13.2983,16.169,14.5747,15.0336,,,,,
2015/8/12,9.1341,15.9712,9.02,31.6703,,13.12,16.2462,14.4006,15.0336,,,,,
2015/8/13,9.2656,16.4357,9.15,32.5305,,13.2587,16.3524,14.4097,15.0336,,,,,
2015/8/14,9.1933,16.7787,9.1,32.5503,,13.7641,16.2462,14.3089,15.0336,,,,,
2015/8/17,9.6405,16.793,9.09,32.046,,13.665,15.9856,14.0431,15.0336,,,,,
2015/8/18,8.6771,15.1137,8.64,28.8523,,12.2975,14.3832,12.8423,15.0336,,,,,
2015/8/19,8.9763,15.2209,9.05,30.1772,,12.5254,14.6052,12.8789,15.0336,,,,,
2015/8/20,8.3844,15.1352,8.62,29.3961,,11.5246,13.6978,12.3106,15.0336,,,,,
2015/8/21,8.0162,14.1919,8.19,26.7066,,10.712,12.5877,11.5681,15.0336,,,,,
2015/8/24,7.2139,12.7698,7.78,24.037,,9.6418,11.3328,10.4131,15.0336,,,,,
2015/8/25,6.4938,11.4907,7.39,21.6343,,8.6806,10.2034,9.3682,15.0336,,,,,
2015/8/26,6.4445,10.3474,7.02,19.4689,,7.8086,9.2187,9.1573,15.0336,,,,,
2015/8/27,7.089,10.7404,6.98,20.7938,,8.5914,10.1454,10.074,15.0336,,,,,
2015/8/28,7.7992,11.7051,7.22,22.8702,,9.4535,11.159,11.0823,15.0336,,,,,
2015/8/31,7.7268,10.7047,7.19,22.9889,,10.3156,12.1919,12.1914,15.0336,,,,,
2015/9/1,6.9542,9.6328,7.01,20.6949,,9.2851,10.9949,11.7423,15.0336,,,,,
2015/9/2,6.7404,8.761,6.67,18.6383,,8.4329,11.0142,11.7606,15.0336,,,,,
2015/9/7,6.9213,9.1468,6.64,19.0931,,8.6211,10.9756,11.8889,15.0336,,,,,
2015/9/8,7.0857,9.9615,6.74,20.7641,,9.0571,11.2266,11.9989,15.0336,,,,,
2015/9/9,7.3915,10.4974,6.89,22.3956,,9.5625,11.883,12.4939,15.0336,,,,,
2015/9/10,7.4243,10.2902,6.73,22.6725,,9.1166,11.4583,12.0173,15.0336,,,,,
2015/9/11,7.4605,10.9048,7.07,22.5736,,9.2355,11.5451,12.0906,15.0336,,,,,
2015/9/14,7.6019,9.8114,6.72,20.3192,,8.3932,11.5451,12.1089,15.0336,,,,,
2015/9/15,7.4901,8.8324,6.38,18.2922,,7.6302,11.5451,11.4306,15.0336,,,,,
2015/9/16,8.0885,9.7185,6.54,19.8841,,8.3932,11.5451,12.4481,15.0336,,,,,
2015/9/17,8.2167,9.7971,6.28,21.8716,,8.859,11.5451,12.7689,15.0336,,,,,
2015/9/18,8.6935,10.1616,6.35,23.4437,,9.7409,11.5451,13.0714,13.5295,,,,,
2015/9/21,9.0256,10.6904,6.45,23.6316,,10.0184,11.5451,13.2273,12.1773,,,,,
2015/9/22,8.7724,10.6689,6.48,23.2459,,9.8003,11.5451,13.0989,10.9615,,,,,
2015/9/23,8.7363,10.4688,6.45,22.3462,,9.3148,11.5451,12.4481,9.9445,,,,,
2015/9/24,8.8151,10.8119,6.58,23.6217,,10.0778,11.5451,12.6406,10.8992,,,,,
2015/9/25,7.9869,10.2759,6.39,21.7331,,9.3544,11.5451,12.1731,9.8977,,,,,
2015/9/28,8.332,10.5403,6.39,22.5835,,9.4733,11.5451,12.1273,10.0965,,,,,
2015/9/29,7.977,10.0973,6.21,21.8617,,9.0472,11.5451,11.6139,10.0575,,,,,
2015/9/30,8.1841,10.2044,6.22,22.4846,,9.2652,11.5451,11.8889,10.377,,,,,
2015/10/8,8.4799,10.8619,6.33,24.3731,,9.8301,11.5451,12.2281,11.1018,,,,,
2015/10/9,8.539,11.2978,6.36,25.4212,,9.9589,11.5451,12.2006,11.0044,,,,,
2015/10/12,9.249,12.1553,6.68,27.9624,,10.5237,11.5451,12.8698,11.8266,,,,,
2015/10/13,10.1759,12.8056,6.81,27.5866,,10.8805,11.5451,12.7506,12.1656,,,,,
2015/10/14,11.1915,12.2339,6.73,28.3084,,11.4948,11.5451,12.7781,12.7852,,,,,
2015/10/15,11.1915,13.1915,6.94,29.5049,,11.7426,11.5451,12.9798,12.9138,,,,,
2015/10/16,11.1915,13.2915,7.29,30.9485,,11.8813,11.5451,13.2181,12.8515,,,,,
2015/10/19,11.1915,13.1915,7.11,30.9485,,12.0299,11.5451,13.3006,12.4423,,,,,
2015/10/20,11.1915,13.9275,7.23,30.9485,,12.7533,11.5451,13.9147,12.7579,,,,,
2015/10/21,11.1915,12.534,6.87,30.9485,,11.475,11.5451,13.5206,12.302,,,,,
2015/10/22,11.1915,12.8627,6.85,30.9485,,11.7723,11.5451,13.3739,12.9372,,,,,
2015/10/23,11.1915,13.0628,7.14,30.9485,,11.8417,11.5451,13.2364,13.5918,,,,,
2015/10/26,11.1915,13.0057,7.5,30.9485,,12.1588,11.5451,13.1814,13.0112,,,,,
2015/10/27,12.3156,12.7913,7.84,30.9485,,11.9309,11.5451,12.9798,12.8242,,,,,
2015/10/28,13.5481,12.7556,7.96,30.9485,,11.7822,11.5451,12.8789,13.0541,,,,,
2015/10/29,13.0847,12.9771,8.1,30.9485,,11.7129,11.5451,12.8056,13.0658,,,,,
2015/10/30,12.8579,12.9842,8.33,30.9485,,11.6038,11.5451,12.7048,12.8125,,,,,
2015/11/2,11.7239,13.2058,8.34,30.9485,,11.3759,11.5451,12.6039,12.8943,,,,,
2015/11/3,11.5563,13.2058,8.06,30.9485,,11.0687,11.5451,12.3656,12.6371,,,,,
2015/11/4,12.069,13.2058,8.4,30.9485,,11.7822,11.5451,12.8881,13.1359,,,,,
2015/11/5,12.2564,13.2058,8.25,30.9485,,12.02,11.5451,13.7589,12.9762,,,,,
2015/11/6,12.1578,13.2058,8.66,30.9485,,12.0498,11.5451,13.7131,13.2061,,,,,
2015/11/9,12.0296,13.2058,9.08,30.9485,,12.0993,11.5451,13.7864,13.0346,,,,,
2015/11/10,12.2071,13.2058,9.26,30.9485,,12.1885,11.5451,13.7314,13.2567,,,,,
2015/11/11,12.1282,13.2058,9.72,30.9485,,12.0299,11.5451,13.6122,13.5412,,,,,
2015/11/12,13.341,13.2058,9.85,30.9485,,12.3768,11.5451,13.5389,13.1905,,,,,
2015/11/13,12.8086,13.2058,9.37,30.9485,,11.6831,11.5451,12.9889,12.6177,,,,,
2015/11/16,12.5128,13.2058,9.4,30.9485,,11.7426,11.5451,12.9981,12.8398,,,,,
2015/11/17,12.6409,13.2058,9.41,30.9485,,11.8813,11.5451,13.0714,12.641,,,,,
2015/11/18,12.3649,13.2058,9.37,30.9485,,11.6831,11.5451,12.8514,12.5982,,,,,
2015/11/19,12.4437,13.2058,9.5,30.9485,,11.911,11.5451,13.0714,12.8359,,,,,
2015/11/20,12.8579,13.2058,9.6,30.9485,,12.4759,11.5451,13.2089,13.1554,,,,,
2015/11/23,12.5029,13.2058,9.12,30.9485,,12.3272,11.5451,13.6031,13.2216,,,,,
2015/11/24,12.6705,13.2058,8.91,30.9485,,12.238,11.5451,13.4564,12.9995,,,,,
2015/11/25,13.0156,13.2058,9.06,30.9485,,12.2777,11.5451,13.3831,12.9878,,,,,
2015/11/26,12.8184,13.2058,9.38,30.9485,,12.0795,11.5451,13.3739,12.7579,,,,,
2015/11/27,12.0395,13.2058,9.48,30.9485,,11.0687,11.5451,12.3473,11.7526,,,,,
2015/11/30,11.6352,13.2058,9.35,30.9485,,10.7814,11.5451,12.0998,11.3473,,,,,
2015/12/1,11.507,13.2058,9.4,30.9485,,10.9003,11.5451,12.1823,11.8266,,,,,
2015/12/2,11.6648,13.2058,9.18,30.9485,,10.9696,11.5451,12.5673,12.9177,,,,,
2015/12/3,11.7338,13.2058,9.41,30.9485,,11.1381,11.5451,12.5948,12.6722,,,,,
2015/12/4,11.7634,13.2058,9.6,30.9485,,11.1877,11.5451,12.3106,12.2553,,,,,
2015/12/7,11.7338,13.2058,9.55,30.9485,,11.0886,11.5451,12.4206,11.9084,,,,,
2015/12/8,11.2408,13.2058,9.87,30.9485,,10.5138,11.5451,11.9806,11.7643,,,,,
2015/12/9,11.2802,13.2058,10.36,30.9485,,10.2661,11.5451,11.9806,11.6902,,,,,
2015/12/10,11.152,13.2058,10.88,30.9485,,10.2165,11.5451,11.9256,11.624,,,,,
2015/12/11,10.945,13.2058,10.34,30.9485,,10.0481,11.5451,11.7698,11.5889,,,,,
2015/12/14,11.1225,13.2058,10.17,30.9485,,10.3751,11.5451,12.0814,11.7993,,,,,
2015/12/15,11.438,13.2058,10.46,30.9485,,10.3255,11.5451,12.0173,11.7954,,,,,
2015/12/16,11.3492,13.2058,10.3,30.9485,,10.276,11.5451,11.9895,11.8695,,,,,
2015/12/17,11.6352,13.2058,10.42,30.9485,,10.5138,11.5451,12.1375,12.0565,,,,,
2015/12/18,12.4536,13.2058,10.47,30.9485,,10.6526,12.7035,12.1375,12.0565,,,,,
2015/12/21,12.5325,13.2058,10.86,30.9485,,10.7021,13.9777,12.2671,11.9006,,,,,
2015/12/22,12.2958,13.2058,11.4,30.9485,,10.6922,14.5955,12.193,11.9006,,,,,
2015/12/23,11.9902,13.2058,11.02,30.9485,,10.7219,14.1322,12.2578,11.9006,,,,,
2015/12/24,11.6549,13.2058,10.82,30.9485,,10.5832,14.3349,12.2115,11.9006,,,,,
2015/12/25,11.793,13.2058,11.36,30.9485,,10.6129,13.8426,12.1375,11.9006,,,,,
2015/12/28,11.2999,13.2058,11.16,30.9485,,10.1868,13.3117,11.8322,11.9006,,,,,
2015/12/29,11.4183,13.2058,11.14,30.9485,,10.4246,13.1958,11.8785,11.3551,,,,,
2015/12/30,11.4971,13.2058,11.26,30.9485,,10.5931,13.1089,11.9895,11.4954,,,,,
2015/12/31,11.6155,13.2058,11.08,30.9485,,10.3751,13.8329,11.8878,11.2031,,,,,
2016/1/4,10.4618,13.2058,10.55,30.9485,,9.3643,12.4622,10.9534,10.1354,,,,,
2016/1/5,10.659,13.2058,10.02,30.9485,,9.2355,12.0278,10.7591,10.2523,,,,,
2016/1/6,10.8069,13.2058,10.51,30.9485,,9.5229,12.385,10.9811,10.3848,,,,,
2016/1/7,9.8505,13.2058,9.98,30.9485,,8.5914,11.159,10.0005,9.3756,,,,,
2016/1/8,9.8308,13.2058,9.53,30.9485,,8.7698,11.6899,10.1855,9.3873,,,,,
2016/1/11,9.604,13.2058,9.05,30.9485,,8.6608,12.858,10.1485,8.4481,,,,,
2016/1/12,9.4265,13.2058,8.62,30.9485,,8.7599,13.1379,10.2318,8.4014,,,,,
2016/1/13,8.5489,13.2058,8.19,30.9485,,8.2842,12.6842,9.908,7.9805,,,,,
2016/1/14,9.0912,13.2058,7.98,30.9485,,8.7004,13.2441,10.0838,8.3156,,,,,
2016/1/15,9.1997,13.2058,7.63,30.9485,,8.4031,12.0761,9.649,8.1832,,,,,
2016/1/18,9.1405,13.2058,7.76,30.9485,,8.6806,11.9988,9.797,8.6586,,,,,
2016/1/19,9.5448,13.2058,8.15,30.9485,,9.3643,13.1958,10.4168,9.0989,,,,,
2016/1/20,9.1701,13.2058,8.54,30.9485,,9.0274,13.8426,10.1115,9.1846,,,,,
2016/1/21,8.4109,13.2058,8.28,30.9485,,8.4229,13.4565,9.6582,8.7014,,,,,
2016/1/22,8.5292,13.2058,8.69,30.9485,,8.5914,14.4507,9.871,8.6897,,,,,
2016/1/25,8.825,13.2058,8.94,30.9485,,8.641,14.8658,9.8525,8.7287,,,,,
2016/1/26,8.1249,13.2058,8.49,30.9485,,7.8086,13.3792,9.2419,7.8558,,,,,
2016/1/27,8.332,13.2058,8.08,30.9485,,7.5509,14.1032,9.1864,7.6298,,,,,
2016/1/28,7.8784,13.2058,7.68,30.9485,,6.8573,12.6939,8.8811,7.6922,,,,,
2016/1/29,8.263,13.2058,8.06,30.9485,,7.1645,12.858,9.1772,8.074,,,,,
2016/2/1,8.1939,13.2058,8.31,30.9485,,6.9663,12.0568,8.8996,7.7701,,,,,
2016/2/2,8.4109,13.2058,8.49,30.9485,,7.2437,12.4911,9.0847,8.0468,,,,,
2016/2/3,8.3813,13.2058,8.91,30.9485,,7.3527,12.6456,8.9644,8.0312,,,,,
2016/2/4,8.4799,13.2058,8.92,30.9485,,7.432,12.829,9.0661,8.3663,,,,,
2016/2/5,8.4602,13.2058,9.37,30.9485,,7.3428,12.6746,9.1309,8.4559,,,,,
2016/2/15,8.2531,13.2058,9.31,30.9485,,7.214,12.4815,8.9551,8.5417,,,,,
2016/2/16,8.5489,13.2058,9.78,30.9485,,7.5212,13.5337,9.2789,8.7872,,,,,
2016/2/17,8.687,13.2058,10.03,30.9485,,7.6401,13.7943,9.3807,8.8339,,,,,
2016/2/18,8.5785,13.2058,9.53,27.8536,,7.5311,13.6109,9.2974,8.6625,,,,,
2016/2/19,8.5686,13.2058,10.01,28.783,,7.6104,14.0743,9.2789,8.6391,,,,,
2016/2/22,8.756,13.2058,10.42,27.9129,,7.8284,14.2866,9.4825,8.7599,,,,,
2016/2/23,8.6574,13.2058,10.47,26.766,,7.7194,13.8812,9.4084,8.6469,,,,,
2016/2/24,8.687,13.2058,10.47,26.2024,,7.9374,14.5666,9.4917,8.6508,,,,,
2016/2/25,7.8488,13.2058,9.42,23.5821,,7.1546,13.1089,8.8441,7.7935,,,,,
2016/2/26,7.7995,13.2058,8.86,22.8109,,7.1645,12.7132,8.8534,7.735,,,,,
2016/2/29,7.198,13.2058,7.97,20.5268,,6.6194,11.6706,8.6313,7.018,,,,,
2016/3/1,7.9178,13.2058,8.01,19.4985,,6.7582,12.1147,8.7239,7.1778,,,,,
2016/3/2,8.3616,13.2058,8.27,20.5071,,7.105,12.7518,9.0661,7.6415,,,,,
2016/3/3,8.2137,13.2058,8.24,20.072,,7.1347,12.7518,9.1309,7.5831,,,,,
2016/3/4,7.9671,13.2058,7.61,18.0747,,6.9861,12.7614,9.4177,7.2362,,,,,
2016/3/7,8.0953,13.2058,7.9,18.9844,,7.1248,13.0124,9.3807,7.4077,,,,,
2016/3/8,8.3616,13.2058,7.85,19.281,,7.1347,12.7807,9.3992,7.4817,,,,,
2016/3/9,8.5193,13.2058,7.77,19.1623,,7.0951,12.6166,9.4362,7.5324,,,,,
2016/3/10,9.0025,13.2058,7.61,18.7174,,6.9564,12.2402,9.2789,7.2752,,,,,
2016/3/11,9.0419,13.2058,7.78,18.8163,,7.0158,12.1822,9.5565,7.4389,,,,,
2016/3/14,9.2293,13.2058,7.93,20.4576,,7.2239,12.578,9.5935,7.6766,,,,,
2016/3/15,9.1208,13.2058,7.81,20.7444,,7.0951,12.4332,9.4547,7.6064,,,,,
2016/3/16,9.1208,13.2058,7.66,20.3587,,6.996,12.2595,9.5842,7.4701,,,,,
2016/3/17,9.2194,13.2058,7.85,21.2684,,7.1546,12.5394,9.6027,7.7506,,,,,
2016/3/18,9.8801,13.2058,8.19,22.1979,,7.4518,12.9931,9.649,8.1832,,,,,
2016/3/21,9.9885,13.2058,8.35,24.2644,,7.6302,13.4372,9.8895,8.6586,,,,,
2016/3/22,10.0082,13.2058,8.22,24.8181,,7.6005,13.5144,9.76,9.2314,,,,,
2016/3/23,10.028,13.2058,9.04,24.7192,,7.6698,13.3985,9.723,9.3873,,,,,
2016/3/24,10.0181,13.2058,8.87,24.7192,,7.5311,13.4468,9.5195,9.1106,,,,,
2016/3/25,10.2646,13.2058,8.61,24.7192,,7.5509,13.553,9.5472,8.9937,,,,,
2016/3/28,10.8266,13.2058,8.83,24.7192,,7.5014,13.3792,9.4454,9.2236,,,,,
2016/3/29,10.3928,13.2058,8.69,24.7192,,7.2933,12.8097,9.3159,9.0093,,,,,
2016/3/30,10.8661,13.2058,8.85,24.7192,,7.5212,13.331,9.501,9.7185,,,,,
2016/3/31,10.659,13.2058,8.85,24.967,,7.5212,13.2151,9.4732,9.8782,,,,,
2016/4/1,10.6294,13.2058,8.95,24.2633,,7.5707,13.6688,9.5195,9.8393,,,,,
2016/4/5,10.728,13.2058,9.06,25.1652,,7.7392,14.0936,9.5935,10.8251,,,,,
